Código Localidad;Barrio;Corregimiento;Municipio;Departamento;País
9950;LOS OLIVOS I;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9960;LA PAZ;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9970;LAS ESTRELLAS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9980;RECREO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9990;BOSTON;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10000;LUCERO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10010;LOS PINOS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10020;SANTO DOMINGO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10030;EL ROSARIO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10050;BARLOVENTO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10070;MONTECRISTO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10080;EL PRADO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10100;LAS DELICIAS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10110;BETANIA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10130;LAS MERCEDES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10140;CIUDAD JARDIN;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10150;CAMPO ALEGRE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10160;EL PORVENIR;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10180;VILLA COUNTRY;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10190;BELLAVISTA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10200;ALTOS DE RIOMAR;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10210;SANTA ANA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10220;SAN FRANCISCO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10230;LA CONCEPCION;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10240;PARAISO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10250;EL CASTILLO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10270;MODELO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10290;SAN SALVADOR;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10320;RIOMAR;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10340;LAS TRES AVE MARIAS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10350;LIMONCITO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10360;ANDALUCIA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10370;SANTA MONICA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10380;ALTOS DEL LIMON;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10390;VILLA SANTOS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10400;ALTAMIRA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10420;ALTOS DEL PRADO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10450;VILLA CAMPESTRE;VILLA CAMPESTRE;PUERTO COLOMBIA;ATLANTICO;COLOMBIA
10470;LA CAMPI¥A;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10480;GRANADILLO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10500;LOS NOGALES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10510;LOS ALPES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10520;LA CUMBRE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10530;VIA A JUAN MINA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10550;LA PRADERA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10560;LOS OLIVOS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10570;EL PUEBLO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9850;SILENCIO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9020;VILLA SAN PEDRO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9030;VEINTE DE JULIO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9040;VILLA SAN CARLOS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9050;LAS GRANJAS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9070;SAN LUIS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9080;SIETE DE ABRIL;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9090;SANTO DOMINGO DE GUZMAN;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9100;CIUDADELA 20 DE JULIO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9110;CARRIZAL;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9120;LAS AMERICAS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9130;LA SIERRITA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9140;VILLA BLANCA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9150;BUENOS AIRES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9160;EL SANTUARIO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9190;LOS CONTINENTES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9200;ALBORAYA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9210;LA VICTORIA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9220;SAN JOSE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9230;CEVILLAR;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9250;LA MAGDALENA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9260;JOSE A GALAN;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9270;BELLA ARENA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9280;LOS LAURELES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9290;EL MILAGRO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9310;LAS PALMAS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9320;EL LIMON;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9330;TAYRONA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9360;SIMON BOLIVAR;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9380;LAS NIEVES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9390;LOS TRUPILLOS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9400;PASADENA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9410;LA CHINITA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9420;LA LUZ;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9435;DON BOSCO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9440;MONTES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9450;BOYACA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9460;SAN ROQUE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9490;PRIMERO DE MAYO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9500;ZONA FRANCA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9510;VILLANUEVA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9520;CENTRO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9530;CHIQUINQUIRA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9560;LOMA FRESCA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9570;SAN ISIDRO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9600;EL BOSQUE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9620;VILLA FLOR;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9630;CALIFORNIA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9640;LAS MALVINAS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9650;LA GLORIA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9660;CORDIALIDAD;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9690;SIETE DE AGOSTO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9710;EVARISTO SOURDIS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9720;CUCHILLA DE VILLATE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9730;LIPAYA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9740;LA ESMERALDA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9750;LA MANGA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9760;BUENA ESPERANZA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9770;PUMAREJO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9780;LOS ANDES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9790;VILLATE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9810;SAN FELIPE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9830;OLAYA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9840;MERCEDES SUR;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
12900;EL PARQUE;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
12910;EL PARQUE 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
12930;LAS GAVIOTAS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
12940;LOS ALMENDROS 1 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
12950;LOS ROBLES 3 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
12960;LOS ROBLES 1 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
12970;LOS ANGELES;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
12980;VILLA ESTADIO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
12990;LOS CEDROS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13020;TERRANOVA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13030;MORAS NORTE;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13040;VILLA ANGELITA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13050;NUEVO HORIZONTE;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13070;LA CENTRAL;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13100;LA CANDELARIA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13110;VILLA MARIA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13120;VILLA SOL;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13130;SAN VICENTE;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13140;SAN VICENTE 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13150;VILLA DEL REY;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13160;VI¥A DEL REY;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13210;CIUDAD BOLIVAR;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13220;ZARABANDA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13240;VILLA KARLA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13270;TERRANOVA 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13280;VILLA DEL CARMEN 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13290;LOS CUSULES;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13300;CIUDADELA METROPOLITANA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13310;SOLEDAD 2000;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13320;LA FE DOS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13330;EL OASIS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13340;LA ILUSION;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13350;LAS NUBES 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13360;VILLA MONACO 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13370;LAS  COLONIAS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13380;VILLA ESTEFANIA 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13390;LA ALIANZA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13410;TERMINAL DE TRANSPORTE;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13420;VILLA MERLY;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13430;VILLA SOLEDAD;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13440;VILLA LOZANO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13460;VILLA ZAMBRANO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13480;VILLA LAS MORAS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13500;URB. PARQUE MUVDI 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13510;VILLA KATANGA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13520;LAS MORAS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13540;LA ARBOLEDA 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13600;LA ESPERANZA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13610;SAL SI PUEDE;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13620;QUINCE DE AGOSTO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13630;EL PASITO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13640;JUAN DOMINGUEZ ROMERO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13660;SAN ANTONIO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13670;PUMAREJO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13700;CENTRO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13710;DOCE DE OCTUBRE;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13730;CACHIMBERO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13740;EL TRIUNFO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13750;SALCEDO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13770;LAS MARGARITAS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13790;SALAMANCA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13810;HIPODROMO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13830;URB. EL RIO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13840;TUCAN;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13850;LOS ARAYANES;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13860;CENTENARIO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13870;ORIENTAL;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13900;VEINTE DE JULIO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13910;NACIONAL;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13940;VISTA HERMOSA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13950;EL FERRY;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13960;PRIMERO DE MAYO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13970;LA FERIA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
14310;VILLA SEVERA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
14320;ANTONIO NARI¥O;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
14330;LOS BALCANES;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
14340;LA RIVERA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
9000;BARRANQUILLA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
14444;LA PLAYA;EDO SANTOS (LA PLAYA);BARRANQUILLA;ATLANTICO;COLOMBIA
14447;PRADOMAR;PUERTO COLOMBIA;PUERTO COLOMBIA;ATLANTICO;COLOMBIA
14449;URB. PUERTA DE ORO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
14455;LOS GIRASOLES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
14456;VILLA SEVILLA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
14457;LOMA DE ORO;PUERTO COLOMBIA;PUERTO COLOMBIA;ATLANTICO;COLOMBIA
19870;PALERMO RURAL;PALERMO;SITIONUEVO;MAGDALENA;COLOMBIA
29314;SAN NICOLAS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
29323;VILLA CAROLINA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
29339;LAS DUNAS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
29342;ALTOS DEL PARQUE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
29343;URB  EL MODERNO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
29440;LA CANDELARIA DOS (NO USAR);SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
29445;CIUDAD BONITA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
29458;URB KALAMARY;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
30460;VILLA ROSA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30461;EL PARQUE VII ETAPA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
30470;VILLA SAN PEDRO II;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
30480;BERNARDO HOYOS;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
30490;CIUDAD CARIBE 3 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30530;LA CANDELARIA 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30540;URB. LOS LOTEROS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30550;URB. LA VIOLA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30560;CIUDAD CARIBE 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30570;VILLA STEFANNY;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30622;VILLAS DE SOLEDAD;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30623;LOS ROBLES 4 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30626;URB. EL MANANTIAL 1 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30627;URB. EL MANANTIAL 2 ETAPA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30628;SI NOS DEJAN;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30655;EL CORTIJO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30671;URB. B/QUILLA SIGLO XXI;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
30676;GRANABASTOS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
9240;EL CAMPITO;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9300;VILLA DEL CARMEN;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9480;PASADENA II;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9550;ALFONSO LOPEZ;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9610;EL ROMANCE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9680;LOS ROSALES;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
13890;FERROCARRIL;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
29456;URB. LAGOS DE CAUJARAL;CGTO SABANILLA (MONTE CARMELO);PUERTO COLOMBIA;ATLANTICO;COLOMBIA
30510;JARDINES DE VILLA ESTADIO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30450;S. PEDRO ALEJANDRINO III;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9060;SANTA MARIA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
13250;LAS COMETAS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
10060;LA LOMA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9340;LA UNION;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10310;EL GOLF;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9590;LA CEIBA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
13470;BELLA  MURILLO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
29321;URB. COUNTRY VILLA;PUERTO COLOMBIA;PUERTO COLOMBIA;ATLANTICO;COLOMBIA
12920;VILLA DEL CARMEN;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
10330;VILLA DEL ESTE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9180;LA SIERRA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
13720;CRUZ DE MAYO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13820;SANTA INES;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
11950;PUERTO SALGAR;CGTO SALGAR;PUERTO COLOMBIA;ATLANTICO;COLOMBIA
10300;LA FLORESTA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
9170;KENNEDY;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
13530;LAS TRINITARIAS;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
9370;SANTA HELENA;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
10410;SAN VICENTE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
14300;VILLA CECILIA;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
13880;CABRERO;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30684;VILLA SELENE;SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30691;OLAYA-PLAYITA-PALO ALTO;EDO SANTOS (LA PLAYA);BARRANQUILLA;ATLANTICO;COLOMBIA
30693;LOMA ROJA I;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
30716;EL EDEN;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
30725;URB.MARATEA-SECT VILLA NORTE;EDO SANTOS (LA PLAYA);BARRANQUILLA;ATLANTICO;COLOMBIA
30728;EL MANANTIAL (NO USAR);SOLEDAD;SOLEDAD;ATLANTICO;COLOMBIA
30735;MIRAMAR;PUERTO COLOMBIA;PUERTO COLOMBIA;ATLANTICO;COLOMBIA
30736;SAN CARLOS;PUERTO COLOMBIA;PUERTO COLOMBIA;ATLANTICO;COLOMBIA
30737;LAS MARGARITAS;PUERTO COLOMBIA;PUERTO COLOMBIA;ATLANTICO;COLOMBIA
30738;LOMA FRESCA;PUERTO COLOMBIA;PUERTO COLOMBIA;ATLANTICO;COLOMBIA
30745;BELLO HORIZONTE;BARRANQUILLA;BARRANQUILLA;ATLANTICO;COLOMBIA
